text,Tokens,Preprocessed_Text
i am looking for recommendations for a good great alfa romeo mechanic in south jersey or philadelphia or nearby i have a alfa spider that needs some engine tranny steering work done the body is in quite good shape the car is awful in cold weather wont start if below freezing i know i know why drive a spider if theres snow on the ground it has bosch mechanical fuel injection that i am sure needs adjustment any opinions are welcome on what to look for or who to call email or post to recautos i will summarize if people want,"['looking', 'recommendation', 'good', 'great', 'alfa', 'romeo', 'mechanic', 'south', 'jersey', 'philadelphia', 'nearby', 'alfa', 'spider', 'need', 'engine', 'tranny', 'steering', 'work', 'done', 'body', 'quite', 'good', 'shape', 'car', 'awful', 'cold', 'weather', 'wont', 'start', 'freezing', 'know', 'know', 'drive', 'spider', 'there', 'snow', 'ground', 'bosch', 'mechanical', 'fuel', 'injection', 'sure', 'need', 'adjustment', 'opinion', 'welcome', 'look', 'call', 'email', 'post', 'recautos', 'summarize', 'people', 'want']",looking recommendation good great alfa romeo mechanic south jersey philadelphia nearby alfa spider need engine tranny steering work done body quite good shape car awful cold weather wont start freezing know know drive spider there snow ground bosch mechanical fuel injection sure need adjustment opinion welcome look call email post recautos summarize people want
hi maybe someone can help me here i am looking to buy this nissan maxima gxe for cdn right now the car has km or about miles on it a typical mileage for cars seem to be about km or about k mi the seller just informed me that when he brought the car in for certification he was told that the front break pads and the exhausts had to be replaced to meet the legal standards he said he will replace the components before selling the car to me being copmletely ignorant to the technical stuff on cars i dont know what this could mean is k km about the time typical for replacing the above mentioned items or is this an indication that the car was abused would other things break down or have to be replaced soon the seller told me that he used the car on the highway a lot but i dont know how to verify this ive seen the paint chipped away in tiny dots in the front edge of the hood though although the maxima is an excellent car and the car is very clean and well kept its currently out of warranty a similarly priced accord with k km will have years or k km worth of warranty left and i dont want to worry about paying for any repair bills but i also need a car for people when will the new maxima come out by the way i would very much appreciate your input in this please reply by email preferred or post in this newsgroup thanks ryan,"['hi', 'maybe', 'someone', 'help', 'looking', 'buy', 'nissan', 'maximum', 'gxe', 'cdn', 'right', 'car', 'km', 'mile', 'typical', 'mileage', 'car', 'seem', 'km', 'k', 'mi', 'seller', 'informed', 'brought', 'car', 'certification', 'told', 'front', 'break', 'pad', 'exhaust', 'replaced', 'meet', 'legal', 'standard', 'said', 'replace', 'component', 'selling', 'car', 'copmletely', 'ignorant', 'technical', 'stuff', 'car', 'dont', 'know', 'could', 'mean', 'k', 'km', 'time', 'typical', 'replacing', 'mentioned', 'item', 'indication', 'car', 'abused', 'would', 'thing', 'break', 'replaced', 'soon', 'seller', 'told', 'used', 'car', 'highway', 'lot', 'dont', 'know', 'verify', 'ive', 'seen', 'paint', 'chipped', 'away', 'tiny', 'dot', 'front', 'edge', 'hood', 'though', 'although', 'maximum', 'excellent', 'car', 'car', 'clean', 'well', 'kept', 'currently', 'warranty', 'similarly', 'priced', 'accord', 'k', 'km', 'year', 'k', 'km', 'worth', 'warranty', 'left', 'dont', 'want', 'worry', 'paying', 'repair', 'bill', 'also', 'need', 'car', 'people', 'new', 'maximum', 'come', 'way', 'would', 'much', 'appreciate', 'input', 'please', 'reply', 'email', 'preferred', 'post', 'newsgroup', 'thanks', 'ryan']",hi maybe someone help looking buy nissan maximum gxe cdn right car km mile typical mileage car seem km k mi seller informed brought car certification told front break pad exhaust replaced meet legal standard said replace component selling car copmletely ignorant technical stuff car dont know could mean k km time typical replacing mentioned item indication car abused would thing break replaced soon seller told used car highway lot dont know verify ive seen paint chipped away tiny dot front edge hood though although maximum excellent car car clean well kept currently warranty similarly priced accord k km year k km worth warranty left dont want worry paying repair bill also need car people new maximum come way would much appreciate input please reply email preferred post newsgroup thanks ryan
the restriction could have to do with the car being a convertible a lot of paronoid laws were passed concerning convertibles in the s these states may require greater rollover protection than the capri affords thatch harvey,"['restriction', 'could', 'car', 'convertible', 'lot', 'paronoid', 'law', 'passed', 'concerning', 'convertible', 'state', 'may', 'require', 'greater', 'rollover', 'protection', 'capri', 'affords', 'thatch', 'harvey']",restriction could car convertible lot paronoid law passed concerning convertible state may require greater rollover protection capri affords thatch harvey
ive been asking myself this same question for the past year so ifwhen you find out would you please share the magistic answer with me the way i see it right now work twice as hard so you can have both cheers,"['ive', 'asking', 'question', 'past', 'year', 'ifwhen', 'find', 'would', 'please', 'share', 'magistic', 'answer', 'way', 'see', 'right', 'work', 'twice', 'hard', 'cheer']",ive asking question past year ifwhen find would please share magistic answer way see right work twice hard cheer
well sweden and australia and lord knows wherever else used to drive on the wrong side of the road so the export market might have been larger then than just the uk by the s there was a very active good roads movement which had its origins actually in the s during the bicycle craze picked up steam in the teens witness the linclon highway association or so and the us highway support act real name something different in that first pledged federal aid to states and counties to build decent roads also the experience of widespread use of trucks for domestic transport during ww convinced the government that good raods were crucial to our national defense anyway by the s there were plenty of good roads at least around urban areas and they were rapidly expanding into the countryside this was the era after all of the first auto touring fad the motel the auto camp ground etc two good books on the subject spring to mind warren belasco america on the road title may not be exact author is and another called the devil wagon in gods country author i forget also any of john flinks or john bell raes auto histories as to placement of the steering wheel being arbitrary by the early teens there were virtually no american cars that did not have the wheel on the left in the early days cars had the wheel on the left on the right and even in the middle as well as sometimes having a tiller instead of a wheel this was standardized fairly early on though i dont know why dan dhqandrewcmuedu carnegie mellon university applied history,"['well', 'sweden', 'australia', 'lord', 'know', 'wherever', 'else', 'used', 'drive', 'wrong', 'side', 'road', 'export', 'market', 'might', 'larger', 'uk', 'active', 'good', 'road', 'movement', 'origin', 'actually', 'bicycle', 'craze', 'picked', 'steam', 'teen', 'witness', 'linclon', 'highway', 'association', 'u', 'highway', 'support', 'act', 'real', 'name', 'something', 'different', 'first', 'pledged', 'federal', 'aid', 'state', 'county', 'build', 'decent', 'road', 'also', 'experience', 'widespread', 'use', 'truck', 'domestic', 'transport', 'ww', 'convinced', 'government', 'good', 'raods', 'crucial', 'national', 'defense', 'anyway', 'plenty', 'good', 'road', 'least', 'around', 'urban', 'area', 'rapidly', 'expanding', 'countryside', 'era', 'first', 'auto', 'touring', 'fad', 'motel', 'auto', 'camp', 'ground', 'etc', 'two', 'good', 'book', 'subject', 'spring', 'mind', 'warren', 'belasco', 'america', 'road', 'title', 'may', 'exact', 'author', 'another', 'called', 'devil', 'wagon', 'god', 'country', 'author', 'forget', 'also', 'john', 'flinks', 'john', 'bell', 'raes', 'auto', 'history', 'placement', 'steering', 'wheel', 'arbitrary', 'early', 'teen', 'virtually', 'american', 'car', 'wheel', 'left', 'early', 'day', 'car', 'wheel', 'left', 'right', 'even', 'middle', 'well', 'sometimes', 'tiller', 'instead', 'wheel', 'standardized', 'fairly', 'early', 'though', 'dont', 'know', 'dan', 'dhqandrewcmuedu', 'carnegie', 'mellon', 'university', 'applied', 'history']",well sweden australia lord know wherever else used drive wrong side road export market might larger uk active good road movement origin actually bicycle craze picked steam teen witness linclon highway association u highway support act real name something different first pledged federal aid state county build decent road also experience widespread use truck domestic transport ww convinced government good raods crucial national defense anyway plenty good road least around urban area rapidly expanding countryside era first auto touring fad motel auto camp ground etc two good book subject spring mind warren belasco america road title may exact author another called devil wagon god country author forget also john flinks john bell raes auto history placement steering wheel arbitrary early teen virtually american car wheel left early day car wheel left right even middle well sometimes tiller instead wheel standardized fairly early though dont know dan dhqandrewcmuedu carnegie mellon university applied history
carrying a pistol loaded or unloaded in the glove compartment is considered carrying a concealed weapon in colorado and is illegal without a concealed weapons permit unless the law has been changed recently carrying a weapon openly is legal in colorado but concealing it is illegal i read a newspaper account last year where police stopped a car on a traffic infraction and observed a magnum revolver sitting on the seat the driver could not be cited for possessing or carrying the weapon because it was not concealed the article stated that if the gun had been discovered in the glove box it would have been considered a crime,"['carrying', 'pistol', 'loaded', 'unloaded', 'glove', 'compartment', 'considered', 'carrying', 'concealed', 'weapon', 'colorado', 'illegal', 'without', 'concealed', 'weapon', 'permit', 'unless', 'law', 'changed', 'recently', 'carrying', 'weapon', 'openly', 'legal', 'colorado', 'concealing', 'illegal', 'read', 'newspaper', 'account', 'last', 'year', 'police', 'stopped', 'car', 'traffic', 'infraction', 'observed', 'magnum', 'revolver', 'sitting', 'seat', 'driver', 'could', 'cited', 'possessing', 'carrying', 'weapon', 'concealed', 'article', 'stated', 'gun', 'discovered', 'glove', 'box', 'would', 'considered', 'crime']",carrying pistol loaded unloaded glove compartment considered carrying concealed weapon colorado illegal without concealed weapon permit unless law changed recently carrying weapon openly legal colorado concealing illegal read newspaper account last year police stopped car traffic infraction observed magnum revolver sitting seat driver could cited possessing carrying weapon concealed article stated gun discovered glove box would considered crime
only when the torque converter is not locked up there are autos out there with converter lock up in nd rd and th gears rare so are speed autos but very real i think that automatics have advanced far more than manuals especially in shift intelligence i say that a smart automatic is better than the majority of drivers in terms of being in the right gear at the right time which to me is more important than torque converter losses who says you cant have your cake and eat it too a well designed shifter will easily facilitate manual clutchless shifts i am referring to the much copied mercedes jagged gate the only department where you lose out is in the number of ratios available and of course the converter losses if ayrton senna can drive a racecar with fully automatic transmission it cant be half bad,"['torque', 'converter', 'locked', 'auto', 'converter', 'lock', 'nd', 'rd', 'th', 'gear', 'rare', 'speed', 'auto', 'real', 'think', 'automatic', 'advanced', 'far', 'manual', 'especially', 'shift', 'intelligence', 'say', 'smart', 'automatic', 'better', 'majority', 'driver', 'term', 'right', 'gear', 'right', 'time', 'important', 'torque', 'converter', 'loss', 'say', 'cant', 'cake', 'eat', 'well', 'designed', 'shifter', 'easily', 'facilitate', 'manual', 'clutchless', 'shift', 'referring', 'much', 'copied', 'mercedes', 'jagged', 'gate', 'department', 'lose', 'number', 'ratio', 'available', 'course', 'converter', 'loss', 'ayrton', 'senna', 'drive', 'racecar', 'fully', 'automatic', 'transmission', 'cant', 'half', 'bad']",torque converter locked auto converter lock nd rd th gear rare speed auto real think automatic advanced far manual especially shift intelligence say smart automatic better majority driver term right gear right time important torque converter loss say cant cake eat well designed shifter easily facilitate manual clutchless shift referring much copied mercedes jagged gate department lose number ratio available course converter loss ayrton senna drive racecar fully automatic transmission cant half bad
yes but the point is that prices are competetive saturn may well be selling a car intended on giving the dealer a profit but since a comperable honda with profit is more expensive it may be well worth it to buy the saturn not necessarily it seems to me that saturn salesdroids who dont make a commision whereas their counterparts at other dealerships generally do make more per hour or whatever this means that saturn doesnt give up the profit to their employees through commision which is taken out of per car profits they just pass it along to less pressureing salesmenwomen maybe maybe not depends on accounting practices id rather pay more for dealer service that doesnt cut corners to contain costs cka carolina blue honda civic dx,"['yes', 'point', 'price', 'competetive', 'saturn', 'may', 'well', 'selling', 'car', 'intended', 'giving', 'dealer', 'profit', 'since', 'comperable', 'honda', 'profit', 'expensive', 'may', 'well', 'worth', 'buy', 'saturn', 'necessarily', 'seems', 'saturn', 'salesdroids', 'dont', 'make', 'commision', 'whereas', 'counterpart', 'dealership', 'generally', 'make', 'per', 'hour', 'whatever', 'mean', 'saturn', 'doesnt', 'give', 'profit', 'employee', 'commision', 'taken', 'per', 'car', 'profit', 'pas', 'along', 'le', 'pressureing', 'salesmenwomen', 'maybe', 'maybe', 'depends', 'accounting', 'practice', 'id', 'rather', 'pay', 'dealer', 'service', 'doesnt', 'cut', 'corner', 'contain', 'cost', 'cka', 'carolina', 'blue', 'honda', 'civic', 'dx']",yes point price competetive saturn may well selling car intended giving dealer profit since comperable honda profit expensive may well worth buy saturn necessarily seems saturn salesdroids dont make commision whereas counterpart dealership generally make per hour whatever mean saturn doesnt give profit employee commision taken per car profit pas along le pressureing salesmenwomen maybe maybe depends accounting practice id rather pay dealer service doesnt cut corner contain cost cka carolina blue honda civic dx
you can say that again how does for a new thermostat sound,"['say', 'new', 'thermostat', 'sound']",say new thermostat sound
lack of build quality was the thing i notced on the first lhs i saw months back the panel gaps were large and nonuniform between the cars i saw the kind of thing you expect and accept on a mustang but not from chryslers savior i drove one of the low end cars and thought it was more than adequate id prefer an lh to a taurus from my brief experience craig,"['lack', 'build', 'quality', 'thing', 'notced', 'first', 'lh', 'saw', 'month', 'back', 'panel', 'gap', 'large', 'nonuniform', 'car', 'saw', 'kind', 'thing', 'expect', 'accept', 'mustang', 'chryslers', 'savior', 'drove', 'one', 'low', 'end', 'car', 'thought', 'adequate', 'id', 'prefer', 'lh', 'taurus', 'brief', 'experience', 'craig']",lack build quality thing notced first lh saw month back panel gap large nonuniform car saw kind thing expect accept mustang chryslers savior drove one low end car thought adequate id prefer lh taurus brief experience craig
no but somebodys dropped a ford v into the miata somewhat reminiscent of the shelby cobra the cars obviously not as nimble as before but its supposed to have a near weight distribution and handle very well id sure love to drive one,"['somebody', 'dropped', 'ford', 'v', 'miata', 'somewhat', 'reminiscent', 'shelby', 'cobra', 'car', 'obviously', 'nimble', 'supposed', 'near', 'weight', 'distribution', 'handle', 'well', 'id', 'sure', 'love', 'drive', 'one']",somebody dropped ford v miata somewhat reminiscent shelby cobra car obviously nimble supposed near weight distribution handle well id sure love drive one
archivename recautospart new article as of february rpw many people want to set up mailing lists for their favorite automotive topics rather fewer know how to do it this article will provide the essential information for doing so on standard unix systems a shell script and examples of alias file setups are included which presently run on a sparc here at balltowncmacom for a number of mailing lists note that if you do set up an automotive mailing list please let me know of the request address so that i can list it in the montly recautos posting also inform the keeper of the usenet listoflists check newsanswers for this monthly posting first of all to get anywhere you need to either be a sysadmin or have some measure of assistance from your sysadmin it is also important that you have reasonably good network connectivity if it seems like you get everything several days after anyone else or that you have trouble getting email through then your network connectivity is probably not good enough listserv there is a handy automated mailing list package named listserv which is available from several ftp servers on the network details of the installation and operation of listserv are beyond the scope of this article but anyone who is considering running a large mailing list should probably look at listserv carefully the alias file on a typical unix system there is a file named usrlibaliases on whichever file server is your mail host it contains lines such as foo bar baz bletch which means that any email sent the name foo on that host is redistributed to users bar baz and bletch thus the simplest possible email list is myfavoritecar member member member myaddress myfavoritecarrequest myaddress this has a couple of problems the most noticeable one being that you have to be superuser to edit the alias file however you can do the following with the connivance of your sysadmin myfavoritecar includehomemydirmiscautosmyfavoritecarlist myfavoritecarrequest myaddress where the file specified is a list of comma and newline separated addresses this file can be in the list admins home directory owned by the list admin bounced mail this still has a problem bounced mail usually gets distributed to all the members of the list which is generally considered somewhat irritating therefore the way that the driving school mailing list is set up is instructive thanks to harpal chohan of the bmw list for this setup by the way im not sure where he got it from schoolrequest welty schoolrebroadcast includehomenewweltymiscautosschoollist school usrlocaladmbinexplscript school ownerschool schoolrequest ownerschoolout schoolrequest heres what is going on here the owner and request addresses are intended as traps for bounced mail coming from the network the request address also serves as the point of contact for administrative duties school is what people send mail to instead of pointing at addresses it points at a shell script which rewrites headers before resending the email schoolbroadcast of which nobody except me knows the name the name has been changed here to protect my own sanity points at the actual list members the shell script i use is as follows binsh cd tmp sed e replytod e senderd e from d echo replyto balltowncmacom echo errorsto requestballtowncmacom echo sender requestballtowncmacom cat usrlibsendmail om f requestballtowncmacom f the mailing list rebroadcast exit note that this script does not know the name of the list the name is passed in from outside so that the script may be used for multiple lists i run several out of this site the script excises replyto sender and from lines from the incoming message substitutes for sender and replyto and adds errorsto of all email bounce messages end up being sent to the request or owner addresses if this header rewrite is done for digested lists there is some digestification software around hopefully ill be able to provide more information in a future version of this posting richard welty weltyballtowncmacom,"['archivename', 'recautospart', 'new', 'article', 'february', 'rpw', 'many', 'people', 'want', 'set', 'mailing', 'list', 'favorite', 'automotive', 'topic', 'rather', 'fewer', 'know', 'article', 'provide', 'essential', 'information', 'standard', 'unix', 'system', 'shell', 'script', 'example', 'alias', 'file', 'setup', 'included', 'presently', 'run', 'sparc', 'balltowncmacom', 'number', 'mailing', 'list', 'note', 'set', 'automotive', 'mailing', 'list', 'please', 'let', 'know', 'request', 'address', 'list', 'montly', 'recautos', 'posting', 'also', 'inform', 'keeper', 'usenet', 'listoflists', 'check', 'newsanswers', 'monthly', 'posting', 'first', 'get', 'anywhere', 'need', 'either', 'sysadmin', 'measure', 'assistance', 'sysadmin', 'also', 'important', 'reasonably', 'good', 'network', 'connectivity', 'seems', 'like', 'get', 'everything', 'several', 'day', 'anyone', 'else', 'trouble', 'getting', 'email', 'network', 'connectivity', 'probably', 'good', 'enough', 'listserv', 'handy', 'automated', 'mailing', 'list', 'package', 'named', 'listserv', 'available', 'several', 'ftp', 'server', 'network', 'detail', 'installation', 'operation', 'listserv', 'beyond', 'scope', 'article', 'anyone', 'considering', 'running', 'large', 'mailing', 'list', 'probably', 'look', 'listserv', 'carefully', 'alias', 'file', 'typical', 'unix', 'system', 'file', 'named', 'usrlibaliases', 'whichever', 'file', 'server', 'mail', 'host', 'contains', 'line', 'foo', 'bar', 'baz', 'bletch', 'mean', 'email', 'sent', 'name', 'foo', 'host', 'redistributed', 'user', 'bar', 'baz', 'bletch', 'thus', 'simplest', 'possible', 'email', 'list', 'myfavoritecar', 'member', 'member', 'member', 'myaddress', 'myfavoritecarrequest', 'myaddress', 'couple', 'problem', 'noticeable', 'one', 'superuser', 'edit', 'alias', 'file', 'however', 'following', 'connivance', 'sysadmin', 'myfavoritecar', 'includehomemydirmiscautosmyfavoritecarlist', 'myfavoritecarrequest', 'myaddress', 'file', 'specified', 'list', 'comma', 'newline', 'separated', 'address', 'file', 'list', 'admins', 'home', 'directory', 'owned', 'list', 'admin', 'bounced', 'mail', 'still', 'problem', 'bounced', 'mail', 'usually', 'get', 'distributed', 'member', 'list', 'generally', 'considered', 'somewhat', 'irritating', 'therefore', 'way', 'driving', 'school', 'mailing', 'list', 'set', 'instructive', 'thanks', 'harpal', 'chohan', 'bmw', 'list', 'setup', 'way', 'im', 'sure', 'got', 'schoolrequest', 'welty', 'schoolrebroadcast', 'includehomenewweltymiscautosschoollist', 'school', 'usrlocaladmbinexplscript', 'school', 'ownerschool', 'schoolrequest', 'ownerschoolout', 'schoolrequest', 'here', 'going', 'owner', 'request', 'address', 'intended', 'trap', 'bounced', 'mail', 'coming', 'network', 'request', 'address', 'also', 'serf', 'point', 'contact', 'administrative', 'duty', 'school', 'people', 'send', 'mail', 'instead', 'pointing', 'address', 'point', 'shell', 'script', 'rewrite', 'header', 'resending', 'email', 'schoolbroadcast', 'nobody', 'except', 'know', 'name', 'name', 'changed', 'protect', 'sanity', 'point', 'actual', 'list', 'member', 'shell', 'script', 'use', 'follows', 'binsh', 'cd', 'tmp', 'sed', 'e', 'replytod', 'e', 'senderd', 'e', 'echo', 'replyto', 'balltowncmacom', 'echo', 'errorsto', 'requestballtowncmacom', 'echo', 'sender', 'requestballtowncmacom', 'cat', 'usrlibsendmail', 'om', 'f', 'requestballtowncmacom', 'f', 'mailing', 'list', 'rebroadcast', 'exit', 'note', 'script', 'know', 'name', 'list', 'name', 'passed', 'outside', 'script', 'may', 'used', 'multiple', 'list', 'run', 'several', 'site', 'script', 'excise', 'replyto', 'sender', 'line', 'incoming', 'message', 'substitute', 'sender', 'replyto', 'add', 'errorsto', 'email', 'bounce', 'message', 'end', 'sent', 'request', 'owner', 'address', 'header', 'rewrite', 'done', 'digested', 'list', 'digestification', 'software', 'around', 'hopefully', 'ill', 'able', 'provide', 'information', 'future', 'version', 'posting', 'richard', 'welty', 'weltyballtowncmacom']",archivename recautospart new article february rpw many people want set mailing list favorite automotive topic rather fewer know article provide essential information standard unix system shell script example alias file setup included presently run sparc balltowncmacom number mailing list note set automotive mailing list please let know request address list montly recautos posting also inform keeper usenet listoflists check newsanswers monthly posting first get anywhere need either sysadmin measure assistance sysadmin also important reasonably good network connectivity seems like get everything several day anyone else trouble getting email network connectivity probably good enough listserv handy automated mailing list package named listserv available several ftp server network detail installation operation listserv beyond scope article anyone considering running large mailing list probably look listserv carefully alias file typical unix system file named usrlibaliases whichever file server mail host contains line foo bar baz bletch mean email sent name foo host redistributed user bar baz bletch thus simplest possible email list myfavoritecar member member member myaddress myfavoritecarrequest myaddress couple problem noticeable one superuser edit alias file however following connivance sysadmin myfavoritecar includehomemydirmiscautosmyfavoritecarlist myfavoritecarrequest myaddress file specified list comma newline separated address file list admins home directory owned list admin bounced mail still problem bounced mail usually get distributed member list generally considered somewhat irritating therefore way driving school mailing list set instructive thanks harpal chohan bmw list setup way im sure got schoolrequest welty schoolrebroadcast includehomenewweltymiscautosschoollist school usrlocaladmbinexplscript school ownerschool schoolrequest ownerschoolout schoolrequest here going owner request address intended trap bounced mail coming network request address also serf point contact administrative duty school people send mail instead pointing address point shell script rewrite header resending email schoolbroadcast nobody except know name name changed protect sanity point actual list member shell script use follows binsh cd tmp sed e replytod e senderd e echo replyto balltowncmacom echo errorsto requestballtowncmacom echo sender requestballtowncmacom cat usrlibsendmail om f requestballtowncmacom f mailing list rebroadcast exit note script know name list name passed outside script may used multiple list run several site script excise replyto sender line incoming message substitute sender replyto add errorsto email bounce message end sent request owner address header rewrite done digested list digestification software around hopefully ill able provide information future version posting richard welty weltyballtowncmacom
mkt from thomsom it has a timekeeper clock and bytes of nvram which has a lithium battery backup the battery has a life of years of poweroff operation installed in a car it could be left powered on continuously and not draw much current the battery would only be used when your auto battery was dead or had been removed in california they have a line on the transfer of ownership form which states that the odometer mileage is correct if incorrect you are required to fill in what you know or guesstimate to be the correct mileage if you lie on this form and are caught you can be prosecuted and the buyer can sue you for the value of the mileage differential,"['mkt', 'thomsom', 'timekeeper', 'clock', 'byte', 'nvram', 'lithium', 'battery', 'backup', 'battery', 'life', 'year', 'poweroff', 'operation', 'installed', 'car', 'could', 'left', 'powered', 'continuously', 'draw', 'much', 'current', 'battery', 'would', 'used', 'auto', 'battery', 'dead', 'removed', 'california', 'line', 'transfer', 'ownership', 'form', 'state', 'odometer', 'mileage', 'correct', 'incorrect', 'required', 'fill', 'know', 'guesstimate', 'correct', 'mileage', 'lie', 'form', 'caught', 'prosecuted', 'buyer', 'sue', 'value', 'mileage', 'differential']",mkt thomsom timekeeper clock byte nvram lithium battery backup battery life year poweroff operation installed car could left powered continuously draw much current battery would used auto battery dead removed california line transfer ownership form state odometer mileage correct incorrect required fill know guesstimate correct mileage lie form caught prosecuted buyer sue value mileage differential
consumer reports once wrote about the s blazer that it shook and rattled like a tired taxi cab there is one noise that is expecially irritating the back window squeaks i believe its because the whole tailgate assembly and window are not solid anyway has anyone had the same problem and have you found any fixes,"['consumer', 'report', 'wrote', 'blazer', 'shook', 'rattled', 'like', 'tired', 'taxi', 'cab', 'one', 'noise', 'expecially', 'irritating', 'back', 'window', 'squeak', 'believe', 'whole', 'tailgate', 'assembly', 'window', 'solid', 'anyway', 'anyone', 'problem', 'found', 'fix']",consumer report wrote blazer shook rattled like tired taxi cab one noise expecially irritating back window squeak believe whole tailgate assembly window solid anyway anyone problem found fix
my boss is interested in a new series mercedes benz wagon does anyone have any testimonial evidence andor strong opinions on this car or line particularly i would like to hear about power manual t only reliability feel and any unusually good or bad features of the line she currently drives a vw passat and is being plagued by its electrical problems the dealer claims there is nothing wrong even though the doors have a habit of locking and unlocking them selves while you are driving down the road the automatic shoulder restraints also like to move back and forth as you move along she does not have the new larger engine and is quite dissatisfied with its lack of power the mb wagon would have to have more power and no peculiar problems such as the passats electrical system she is also considering a saab add some letters any comparisons between the line and the mercedes would be helpful price is not an impediment jeremy j corry churchill claimed the traditions jcorryerasureslccemoryedu of the navy are rum mutiny and sodomy my opinions are my own but i probably got them from someone else,"['bos', 'interested', 'new', 'series', 'mercedes', 'benz', 'wagon', 'anyone', 'testimonial', 'evidence', 'andor', 'strong', 'opinion', 'car', 'line', 'particularly', 'would', 'like', 'hear', 'power', 'manual', 'reliability', 'feel', 'unusually', 'good', 'bad', 'feature', 'line', 'currently', 'drive', 'vw', 'passat', 'plagued', 'electrical', 'problem', 'dealer', 'claim', 'nothing', 'wrong', 'even', 'though', 'door', 'habit', 'locking', 'unlocking', 'self', 'driving', 'road', 'automatic', 'shoulder', 'restraint', 'also', 'like', 'move', 'back', 'forth', 'move', 'along', 'new', 'larger', 'engine', 'quite', 'dissatisfied', 'lack', 'power', 'mb', 'wagon', 'would', 'power', 'peculiar', 'problem', 'passats', 'electrical', 'system', 'also', 'considering', 'saab', 'add', 'letter', 'comparison', 'line', 'mercedes', 'would', 'helpful', 'price', 'impediment', 'jeremy', 'j', 'corry', 'churchill', 'claimed', 'tradition', 'jcorryerasureslccemoryedu', 'navy', 'rum', 'mutiny', 'sodomy', 'opinion', 'probably', 'got', 'someone', 'else']",bos interested new series mercedes benz wagon anyone testimonial evidence andor strong opinion car line particularly would like hear power manual reliability feel unusually good bad feature line currently drive vw passat plagued electrical problem dealer claim nothing wrong even though door habit locking unlocking self driving road automatic shoulder restraint also like move back forth move along new larger engine quite dissatisfied lack power mb wagon would power peculiar problem passats electrical system also considering saab add letter comparison line mercedes would helpful price impediment jeremy j corry churchill claimed tradition jcorryerasureslccemoryedu navy rum mutiny sodomy opinion probably got someone else
no that sounds pretty reasonable for that car and that city unless you have an accident you wont need more if you plan on paying for the car with a credit card check and see if your card automatically covers rental cars also your own auto insurance may cover rental cars also most rental companies here offer extra insurance when you rent and require you to initial in several spots if you dont want it the credit cards and personal auto insurance provide the same sort of coverage that the rental agency is trying to sell i have never rented from alamo so i dont know if they follow this same practice yes it is a compact door probably a bit dull performance and accelerationwise but very adequate it will have an automatic transmission amfm stereo air conditioning and possibly power windows and door locks joe,"['sound', 'pretty', 'reasonable', 'car', 'city', 'unless', 'accident', 'wont', 'need', 'plan', 'paying', 'car', 'credit', 'card', 'check', 'see', 'card', 'automatically', 'cover', 'rental', 'car', 'also', 'auto', 'insurance', 'may', 'cover', 'rental', 'car', 'also', 'rental', 'company', 'offer', 'extra', 'insurance', 'rent', 'require', 'initial', 'several', 'spot', 'dont', 'want', 'credit', 'card', 'personal', 'auto', 'insurance', 'provide', 'sort', 'coverage', 'rental', 'agency', 'trying', 'sell', 'never', 'rented', 'alamo', 'dont', 'know', 'follow', 'practice', 'yes', 'compact', 'door', 'probably', 'bit', 'dull', 'performance', 'accelerationwise', 'adequate', 'automatic', 'transmission', 'amfm', 'stereo', 'air', 'conditioning', 'possibly', 'power', 'window', 'door', 'lock', 'joe']",sound pretty reasonable car city unless accident wont need plan paying car credit card check see card automatically cover rental car also auto insurance may cover rental car also rental company offer extra insurance rent require initial several spot dont want credit card personal auto insurance provide sort coverage rental agency trying sell never rented alamo dont know follow practice yes compact door probably bit dull performance accelerationwise adequate automatic transmission amfm stereo air conditioning possibly power window door lock joe
